1,0,0.0,0,0
2,0,0.0,0.0,0
3,0,0.0,0.0,0
4,0,0.0,0.0,0
5,0,0.0,0.0,0
6,0,0.0,0.0,0
7,0,0.0,0.0,0
8,1,0.0,0.0,0
9,0,0.0,0.125,0
10,0,0.0,0.1111111111111111,0
11,0,0.0,0.1,0
12,1,0.0,0.09090909090909091,0
13,1,0.0,0.16666666666666666,0
14,0,0.0,0.23076923076923078,0
15,2,0.0,0.21428571428571427,0
16,3,0.0,0.3333333333333333,0
17,2,0.0,0.5,0
18,0,0.0,0.5882352941176471,0
19,2,0.0,0.5555555555555556,0
20,1,0.0,0.631578947368421,0
21,0,0.0,0.65,0
22,3,0.0,0.6190476190476191,0
23,3,0.0,0.7272727272727273,0
24,4,0.0,0.8260869565217391,0
25,4,0.0,0.9583333333333334,0
26,3,0.0,1.08,0
27,0,0.0,1.1538461538461537,0
28,0,0.0,1.1111111111111112,0
29,0,0.0,1.0714285714285714,0
30,0,0.0,1.0344827586206897,0
31,1,0.0,1.0,0
32,0,0.0,1.0,0
33,0,0.0,0.96875,0
34,0,0.0,0.9393939393939394,0
35,2,0.0,0.9117647058823529,0
36,0,0.0,0.9428571428571428,0
37,0,0.0,0.9166666666666666,0
38,1,0.0,0.8918918918918919,0
39,3,0.0,0.8947368421052632,0
40,1,0.0,0.9487179487179487,0
41,2,0.0,0.95,0
42,2,0.0,0.975609756097561,0
43,3,0.0,1.0,0
44,1,0.0,1.0465116279069768,0
45,0,0.0,1.0454545454545454,0
46,2,0.0,1.0222222222222221,0
47,1,0.0,1.0434782608695652,0
48,1,0.0,1.0425531914893618,0
49,0,0.0,1.0416666666666667,0
50,7,0.0,1.0204081632653061,0
51,7,0.0,1.14,0
52,3,0.0,1.2549019607843137,0
53,0,0.0,1.2884615384615385,0
54,2,0.0,1.2641509433962264,0
55,0,0.0,1.2777777777777777,0
56,1,0.0,1.2545454545454546,0
57,0,0.0,1.25,0
58,0,0.0,1.2280701754385965,0
59,0,0.0,1.206896551724138,0
60,2,0.0,1.1864406779661016,0
61,3,0.0,1.2,0
62,0,0.0,1.2295081967213115,0
63,4,0.0,1.2096774193548387,0
64,6,0.0,1.253968253968254,0
65,2,0.0,1.328125,0
66,0,0.0,1.3384615384615384,0
67,2,0.0,1.3181818181818181,0
68,2,0.0,1.328358208955224,0
69,3,0.0,1.338235294117647,0
70,5,0.0,1.3623188405797102,0
71,0,0.0,1.4142857142857144,0
72,2,0.0,1.3943661971830985,0
73,2,0.0,1.4027777777777777,0
74,0,0.0,1.4109589041095891,0
75,0,0.0,1.3918918918918919,0
76,0,0.0,1.3733333333333333,0
77,0,0.0,1.355263157894737,0
78,3,0.0,1.3376623376623376,0
79,0,0.0,1.358974358974359,0
80,2,0.0,1.3417721518987342,0
81,3,0.0,1.35,0
82,1,0.0,1.3703703703703705,0
83,1,0.0,1.3658536585365855,0
84,4,0.0,1.3614457831325302,0
