1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,1,0
11,1,0.1
12,0,0.1818181818
13,2,0.1666666667
14,3,0.3076923077
15,5,0.5
16,0,0.8
17,1,0.75
18,1,0.7647058824
19,2,0.7777777778
20,1,0.8421052632
21,1,0.85
22,3,0.8571428571
23,2,0.9545454545
24,0,1
25,4,0.9583333333
26,0,1.08
27,1,1.0384615385
28,3,1.037037037
29,1,1.1071428571
30,1,1.1034482759
31,0,1.1
32,2,1.064516129
33,0,1.09375
34,1,1.0606060606
35,1,1.0588235294
36,1,1.0571428571
37,0,1.0555555556
38,0,1.027027027
39,0,1
40,0,0.9743589744
41,0,0.95
42,0,0.9268292683
43,0,0.9047619048
44,0,0.8837209302
45,0,0.8636363636
46,0,0.8444444444
47,0,0.8260869565
48,0,0.8085106383
49,0,0.7916666667
50,1,0.7755102041
51,0,0.78
52,0,0.7647058824
53,0,0.75
54,0,0.7358490566
55,0,0.7222222222
56,1,0.7090909091
57,0,0.7142857143
58,2,0.701754386
59,1,0.724137931
60,3,0.7288135593
61,0,0.7666666667
62,2,0.7540983607
63,0,0.7741935484
64,5,0.7619047619
65,0,0.828125
66,2,0.8153846154
67,0,0.8333333333
68,0,0.8208955224
69,1,0.8088235294
70,6,0.8115942029
71,2,0.8857142857
72,3,0.9014084507
73,3,0.9305555556
74,0,0.9589041096
75,0,0.9459459459
76,1,0.9333333333
77,0,0.9342105263
78,0,0.9220779221
79,1,0.9102564103
80,0,0.9113924051
81,1,0.9
82,0,0.9012345679
83,1,0.8902439024
84,0,0.8915662651
85,0,0.880952381
86,0,0.8705882353
87,0,0.8604651163
88,0,0.8505747126
89,0,0.8409090909
90,0,0.8314606742
91,2,0.8222222222
92,0,0.8351648352
93,0,0.8260869565
94,1,0.8172043011
95,0,0.8191489362
96,0,0.8105263158
97,0,0.8020833333
98,0,0.793814433
99,0,0.7857142857
100,0,0.7777777778
101,0,0.77
102,0,0.7623762376
103,0,0.7549019608
104,2,0.7475728155
105,3,0.7596153846
106,0,0.780952381
107,0,0.7735849057
108,1,0.7663551402
109,0,0.7685185185
110,7,0.7614678899
111,3,0.8181818182
112,1,0.8378378378
113,2,0.8392857143
114,2,0.8495575221
115,1,0.8596491228
116,2,0.8608695652
117,2,0.8706896552
118,1,0.8803418803
119,4,0.8813559322
120,5,0.9075630252
121,0,0.9416666667
122,3,0.9338842975
123,2,0.9508196721
124,9,0.9593495935
125,9,1.0241935484
126,8,1.088
127,4,1.1428571429
128,9,1.1653543307
129,4,1.2265625
130,0,1.2480620155
131,8,1.2384615385
132,3,1.2900763359
133,0,1.303030303
134,12,1.2932330827
135,5,1.3731343284
136,6,1.4
137,6,1.4338235294
138,7,1.4671532847
139,4,1.5072463768
140,18,1.5251798561
141,4,1.6428571429
142,4,1.6595744681
143,4,1.676056338
144,19,1.6923076923
145,5,1.8125
146,1,1.8344827586
